"spellid","charactername","species","gender","house","patronus","incantation","spellname","light","chaptername","movietitle","runtime","budget","placeid","dialogues"
NULL,"Gellert Grindelwald","Human","Male","Durmstrang Institute",NULL,NULL,NULL,NULL,"The Deathly Hallows","Harry Potter and the Deathly Hallows Part 1","146","$200,000,000 ",68,"Can't you guess, Tom?  It lies with him, of course.  Buried within the earth.  It is he who possesses it, even in death.  Your old friend and mine... Dumbledore."
1,"Harry Potter","Human","Male","Gryffindor","Stag","Accio","Summoning Charm",NULL,"The Deathly Hallows","Harry Potter and the Deathly Hallows Part 1","146","$200,000,000 ",68,"They exist.  The Hallows."
1,"Harry Potter","Human","Male","Gryffindor","Stag","Accio","Summoning Charm",NULL,"The Deathly Hallows","Harry Potter and the Deathly Hallows Part 1","146","$200,000,000 ",68,"But he only wants the one, the last one.  That's what he's been looking for."
3,"Hermione Granger","Human","Female","Gryffindor","Otter","Alarte Ascendare","Launch an object up into the air","Red","The Deathly Hallows","Harry Potter and the Deathly Hallows Part 1","146","$200,000,000 ",68,"What're you saying?"
1,"Harry Potter","Human","Male","Gryffindor","Stag","Accio","Summoning Charm",NULL,"The Deathly Hallows","Harry Potter and the Deathly Hallows Part 1","146","$200,000,000 ",68,"He knows where it is, You-Know- Who.  He'll have it by the end of the night.  He's found the Elder Wand."
2,"Ron Weasley","Human","Male","Gryffindor","Jack Russell Terrier","Aguamenti","Water-Making Spell","Icy blue","Snatchers Strike","Harry Potter and the Deathly Hallows Part 1","146","$200,000,000 ",68,"Don't touch her!"
3,"Hermione Granger","Human","Female","Gryffindor","Otter","Alarte Ascendare","Launch an object up into the air","Red","Snatchers Strike","Harry Potter and the Deathly Hallows Part 1","146","$200,000,000 ",68,"Stop it!"
53,"Scabior","Human","Male","Slytherin",NULL,"Rictusempra","Tickling Charm","Silver","Snatchers Strike","Harry Potter and the Deathly Hallows Part 1","146","$200,000,000 ",68,"Your boyfriend'll get worse than that if he doesn't behave, lovely."
53,"Scabior","Human","Male","Slytherin",NULL,"Rictusempra","Tickling Charm","Silver","Snatchers Strike","Harry Potter and the Deathly Hallows Part 1","146","$200,000,000 ",68,"What happened to you, ugly?"
53,"Scabior","Human","Male","Slytherin",NULL,"Rictusempra","Tickling Charm","Silver","Snatchers Strike","Harry Potter and the Deathly Hallows Part 1","146","$200,000,000 ",68,"What's your name?"
1,"Harry Potter","Human","Male","Gryffindor","Stag","Accio","Summoning Charm",NULL,"Snatchers Strike","Harry Potter and the Deathly Hallows Part 1","146","$200,000,000 ",68,"Dudely.  Vernon Dudley."
53,"Scabior","Human","Male","Slytherin",NULL,"Rictusempra","Tickling Charm","Silver","Snatchers Strike","Harry Potter and the Deathly Hallows Part 1","146","$200,000,000 ",68,"Check the list.  And you, ginger?"
2,"Ron Weasley","Human","Male","Gryffindor","Jack Russell Terrier","Aguamenti","Water-Making Spell","Icy blue","Snatchers Strike","Harry Potter and the Deathly Hallows Part 1","146","$200,000,000 ",68,"Stan Shunpike."
53,"Scabior","Human","Male","Slytherin",NULL,"Rictusempra","Tickling Charm","Silver","Snatchers Strike","Harry Potter and the Deathly Hallows Part 1","146","$200,000,000 ",68,"Like 'ell you are.  We know skinny Stan.  Try again."
2,"Ron Weasley","Human","Male","Gryffindor","Jack Russell Terrier","Aguamenti","Water-Making Spell","Icy blue","Snatchers Strike","Harry Potter and the Deathly Hallows Part 1","146","$200,000,000 ",68,"Weasley... Barney Weasley."
53,"Scabior","Human","Male","Slytherin",NULL,"Rictusempra","Tickling Charm","Silver","Snatchers Strike","Harry Potter and the Deathly Hallows Part 1","146","$200,000,000 ",68,"Weasley, eh?  Wouldn't be related to that blood traitor Arthur Weasley, would you?"
2,"Ron Weasley","Human","Male","Gryffindor","Jack Russell Terrier","Aguamenti","Water-Making Spell","Icy blue","Snatchers Strike","Harry Potter and the Deathly Hallows Part 1","146","$200,000,000 ",68,"Piss off!  Arthur Weasley's ten times the wizard you are!"
53,"Scabior","Human","Male","Slytherin",NULL,"Rictusempra","Tickling Charm","Silver","Snatchers Strike","Harry Potter and the Deathly Hallows Part 1","146","$200,000,000 ",68,"Worth ten times you if I can find him.  Wasn't you that tipped him off, was it?"
53,"Scabior","Human","Male","Slytherin",NULL,"Rictusempra","Tickling Charm","Silver","Snatchers Strike","Harry Potter and the Deathly Hallows Part 1","146","$200,000,000 ",68,"How 'bout you, lovely?  What do they call you...?"
3,"Hermione Granger","Human","Female","Gryffindor","Otter","Alarte Ascendare","Launch an object up into the air","Red","Snatchers Strike","Harry Potter and the Deathly Hallows Part 1","146","$200,000,000 ",68,"Penelope Clearwater.  Half-blood."
53,"Scabior","Human","Male","Slytherin",NULL,"Rictusempra","Tickling Charm","Silver","Snatchers Strike","Harry Potter and the Deathly Hallows Part 1","146","$200,000,000 ",68,"You smell like vanilla, Penelope. I think you're going to be my favorite."
NULL,"Trolley witch",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Snatchers Strike","Harry Potter and the Deathly Hallows Part 1","146","$200,000,000 ",68,"There's no Vernon Dudley on 'ere."
NULL,"Fenrir Greyback","Werewolf","Male",NULL,NULL,NULL,NULL,NULL,"Snatchers Strike","Harry Potter and the Deathly Hallows Part 1","146","$200,000,000 ",68,"Hear that, ugly?  The list says you're lying.  How come you don't want us to know who you are?  Hm?"
1,"Harry Potter","Human","Male","Gryffindor","Stag","Accio","Summoning Charm",NULL,"Snatchers Strike","Harry Potter and the Deathly Hallows Part 1","146","$200,000,000 ",68,"The list is wrong.  I told you who I am --"
53,"Scabior","Human","Male","Slytherin",NULL,"Rictusempra","Tickling Charm","Silver","Snatchers Strike","Harry Potter and the Deathly Hallows Part 1","146","$200,000,000 ",68,"Change of plans, boys.  We won't be taking this lot to the Ministry."
1,"Harry Potter","Human","Male","Gryffindor","Stag","Accio","Summoning Charm",NULL,"Snatchers Strike","Harry Potter and the Deathly Hallows Part 1","146","$200,000,000 ",68,"What did you put on me?"
3,"Hermione Granger","Human","Female","Gryffindor","Otter","Alarte Ascendare","Launch an object up into the air","Red","Snatchers Strike","Harry Potter and the Deathly Hallows Part 1","146","$200,000,000 ",68,"A Stinging Jinx."
1,"Harry Potter","Human","Male","Gryffindor","Stag","Accio","Summoning Charm",NULL,"Snatchers Strike","Harry Potter and the Deathly Hallows Part 1","146","$200,000,000 ",68,"How long will it last?"
3,"Hermione Granger","Human","Female","Gryffindor","Otter","Alarte Ascendare","Launch an object up into the air","Red","Snatchers Strike","Harry Potter and the Deathly Hallows Part 1","146","$200,000,000 ",68,"Not long."
22,"Bellatrix Lestrange","Human","Female","Slytherin",NULL,"Homenum Revelio","Human Presence Revealing Spell",NULL,"Malfoy Manor","Harry Potter and the Deathly Hallows Part 1","146","$200,000,000 ",13,"Show me. Get Draco. Well?"
23,"Lucius Malfoy","Human","Male","Slytherin",NULL,"Immobulus","Freezing Charm","Blue","Malfoy Manor","Harry Potter and the Deathly Hallows Part 1","146","$200,000,000 ",13,"Draco. Look closely, son. If we are the ones to hand Potter over to the Dark Lord... ...everything would be forgiven. All would be as it was, you understand?"
53,"Scabior","Human","Male","Slytherin",NULL,"Rictusempra","Tickling Charm","Silver","Malfoy Manor","Harry Potter and the Deathly Hallows Part 1","146","$200,000,000 ",13,"Now, we won't be forgetting who actually caught him, I hope, Mr. Malfoy."
23,"Lucius Malfoy","Human","Male","Slytherin",NULL,"Immobulus","Freezing Charm","Blue","Malfoy Manor","Harry Potter and the Deathly Hallows Part 1","146","$200,000,000 ",13,"You dare to talk to me like that in my own house?"
22,"Bellatrix Lestrange","Human","Female","Slytherin",NULL,"Homenum Revelio","Human Presence Revealing Spell",NULL,"Malfoy Manor","Harry Potter and the Deathly Hallows Part 1","146","$200,000,000 ",13,"Lucius. Don't be shy, sweetie. Come over. Now, if this isn't who we think it is, Draco, and we call him, he'll kill us all. We need to be absolutely sure."
12,"Draco Malfoy","Human","Male","Slytherin",NULL,"Confringo","Blasting Curse","Fiery Orange","Malfoy Manor","Harry Potter and the Deathly Hallows Part 1","146","$200,000,000 ",13,"What's wrong with his face?"
22,"Bellatrix Lestrange","Human","Female","Slytherin",NULL,"Homenum Revelio","Human Presence Revealing Spell",NULL,"Malfoy Manor","Harry Potter and the Deathly Hallows Part 1","146","$200,000,000 ",13,"Yes, what is wrong with his face?"
NULL,"Trolley witch",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Malfoy Manor","Harry Potter and the Deathly Hallows Part 1","146","$200,000,000 ",13,"He came to us like that. Something he picked up in the forest, I reckon."
22,"Bellatrix Lestrange","Human","Female","Slytherin",NULL,"Homenum Revelio","Human Presence Revealing Spell",NULL,"Malfoy Manor","Harry Potter and the Deathly Hallows Part 1","146","$200,000,000 ",13,"Or ran into a Stinging Jinx. Was it you, dearie? Give me her wand. We'll see what her last spell was. Ah. Got you. What is that? Where'd you get that from?"
NULL,"Trolley witch",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Malfoy Manor","Harry Potter and the Deathly Hallows Part 1","146","$200,000,000 ",13,"It was in her bag when we searched her. Reckon it's mine now. Are you mad? Go! Get out!"
22,"Bellatrix Lestrange","Human","Female","Slytherin",NULL,"Homenum Revelio","Human Presence Revealing Spell",NULL,"Malfoy Manor","Harry Potter and the Deathly Hallows Part 1","146","$200,000,000 ",13,"Cissy, put the boys in the cellar. I want to have a little conversation with this one, girl-to-girl."
2,"Ron Weasley","Human","Male","Gryffindor","Jack Russell Terrier","Aguamenti","Water-Making Spell","Icy blue","Malfoy Manor","Harry Potter and the Deathly Hallows Part 1","146","$200,000,000 ",13,"What are we gonna do? We can't leave Hermione alone with her."
25,"Luna Lovegood","Human","Female","Ravenclaw","Hare","Imperio","Imperius Curse",NULL,"Malfoy Manor","Harry Potter and the Deathly Hallows Part 1","146","$200,000,000 ",13,"Ron? Harry?"
1,"Harry Potter","Human","Male","Gryffindor","Stag","Accio","Summoning Charm",NULL,"Malfoy Manor","Harry Potter and the Deathly Hallows Part 1","146","$200,000,000 ",13,"Luna?"
22,"Bellatrix Lestrange","Human","Female","Slytherin",NULL,"Homenum Revelio","Human Presence Revealing Spell",NULL,"Malfoy Manor","Harry Potter and the Deathly Hallows Part 1","146","$200,000,000 ",13,"That sword is meant to be in my vault at Gringotts. How did you get it? What else did you and your friends take from my vault?!"
3,"Hermione Granger","Human","Female","Gryffindor","Otter","Alarte Ascendare","Launch an object up into the air","Red","Malfoy Manor","Harry Potter and the Deathly Hallows Part 1","146","$200,000,000 ",13,"I didn't take anything. Please. I didn't take anything."
22,"Bellatrix Lestrange","Human","Female","Slytherin",NULL,"Homenum Revelio","Human Presence Revealing Spell",NULL,"Malfoy Manor","Harry Potter and the Deathly Hallows Part 1","146","$200,000,000 ",13,"I don't believe it."
2,"Ron Weasley","Human","Male","Gryffindor","Jack Russell Terrier","Aguamenti","Water-Making Spell","Icy blue","Malfoy Manor","Harry Potter and the Deathly Hallows Part 1","146","$200,000,000 ",13,"We have to do something."
43,"Garrick Ollivander","Human","Male","Ravenclaw",NULL,"Priori Incantatem","Reverse Spell","Gold","Malfoy Manor","Harry Potter and the Deathly Hallows Part 1","146","$200,000,000 ",13,"There's no way out of here. We've tried everything. It's enchanted."
3,"Hermione Granger","Human","Female","Gryffindor","Otter","Alarte Ascendare","Launch an object up into the air","Red","Malfoy Manor","Harry Potter and the Deathly Hallows Part 1","146","$200,000,000 ",13,"Please! please!"
22,"Bellatrix Lestrange","Human","Female","Slytherin",NULL,"Homenum Revelio","Human Presence Revealing Spell",NULL,"Malfoy Manor","Harry Potter and the Deathly Hallows Part 1","146","$200,000,000 ",13,"Shut up!"
25,"Luna Lovegood","Human","Female","Ravenclaw","Hare","Imperio","Imperius Curse",NULL,"Malfoy Manor","Harry Potter and the Deathly Hallows Part 1","146","$200,000,000 ",13,"You're bleeding, Harry. That's a curious thing to keep in your sock."
1,"Harry Potter","Human","Male","Gryffindor","Stag","Accio","Summoning Charm",NULL,"Malfoy Manor","Harry Potter and the Deathly Hallows Part 1","146","$200,000,000 ",13,"Help us."
2,"Ron Weasley","Human","Male","Gryffindor","Jack Russell Terrier","Aguamenti","Water-Making Spell","Icy blue","Malfoy Manor","Harry Potter and the Deathly Hallows Part 1","146","$200,000,000 ",13,"Let her go."
44,"Peter Pettigrew","Human","Male","Gryffindor",NULL,"Protego","Shield Charm",NULL,"Malfoy Manor","Harry Potter and the Deathly Hallows Part 1","146","$200,000,000 ",13,"Shut up. Get back. You, goblin, come with me."
27,"Dobby","House Elf","Male",NULL,NULL,"Incendio","Fire-Making Spell","Orange","Dobby Has No Master","Harry Potter and the Deathly Hallows Part 1","146","$200,000,000 ",13,"Aah!"
1,"Harry Potter","Human","Male","Gryffindor","Stag","Accio","Summoning Charm",NULL,"Dobby Has No Master","Harry Potter and the Deathly Hallows Part 1","146","$200,000,000 ",13,"Dobby? What are you doing here?"
27,"Dobby","House Elf","Male",NULL,NULL,"Incendio","Fire-Making Spell","Orange","Dobby Has No Master","Harry Potter and the Deathly Hallows Part 1","146","$200,000,000 ",13,"Dobby has come to rescue Harry Potter, of course. Dobby will always be there for Harry Potter."
1,"Harry Potter","Human","Male","Gryffindor","Stag","Accio","Summoning Charm",NULL,"Dobby Has No Master","Harry Potter and the Deathly Hallows Part 1","146","$200,000,000 ",13,"You can Apparate in and out of this room? Could you take us with you?"
27,"Dobby","House Elf","Male",NULL,NULL,"Incendio","Fire-Making Spell","Orange","Dobby Has No Master","Harry Potter and the Deathly Hallows Part 1","146","$200,000,000 ",13,"Of course, sir. I'm an elf."
2,"Ron Weasley","Human","Male","Gryffindor","Jack Russell Terrier","Aguamenti","Water-Making Spell","Icy blue","Dobby Has No Master","Harry Potter and the Deathly Hallows Part 1","146","$200,000,000 ",13,"Works for me."
1,"Harry Potter","Human","Male","Gryffindor","Stag","Accio","Summoning Charm",NULL,"Dobby Has No Master","Harry Potter and the Deathly Hallows Part 1","146","$200,000,000 ",13,"Dobby, I want you to take Luna and Mr. Ollivander--"
2,"Ron Weasley","Human","Male","Gryffindor","Jack Russell Terrier","Aguamenti","Water-Making Spell","Icy blue","Dobby Has No Master","Harry Potter and the Deathly Hallows Part 1","146","$200,000,000 ",13,"Shell Cottage on the outskirts of Tinworth. Trust me."
25,"Luna Lovegood","Human","Female","Ravenclaw","Hare","Imperio","Imperius Curse",NULL,"Dobby Has No Master","Harry Potter and the Deathly Hallows Part 1","146","$200,000,000 ",13,"Whenever you're ready, sir."
27,"Dobby","House Elf","Male",NULL,NULL,"Incendio","Fire-Making Spell","Orange","Dobby Has No Master","Harry Potter and the Deathly Hallows Part 1","146","$200,000,000 ",13,"Sir? I like her very much. Meet me at the top of the stairs in 10 seconds."
44,"Peter Pettigrew","Human","Male","Gryffindor",NULL,"Protego","Shield Charm",NULL,"Dobby Has No Master","Harry Potter and the Deathly Hallows Part 1","146","$200,000,000 ",13,"Ow."
27,"Dobby","House Elf","Male",NULL,NULL,"Incendio","Fire-Making Spell","Orange","Dobby Has No Master","Harry Potter and the Deathly Hallows Part 1","146","$200,000,000 ",13,"Who gets his wand?"
22,"Bellatrix Lestrange","Human","Female","Slytherin",NULL,"Homenum Revelio","Human Presence Revealing Spell",NULL,"Dobby Has No Master","Harry Potter and the Deathly Hallows Part 1","146","$200,000,000 ",13,"I'm only going to ask you once more, goblin. Think very, very carefully before you answer."
30,"Griphook","Goblin","Male",NULL,NULL,"Locomotor Mortis","Leg-Locker Curse","Purple","Dobby Has No Master","Harry Potter and the Deathly Hallows Part 1","146","$200,000,000 ",13,"I don't know."
22,"Bellatrix Lestrange","Human","Female","Slytherin",NULL,"Homenum Revelio","Human Presence Revealing Spell",NULL,"Dobby Has No Master","Harry Potter and the Deathly Hallows Part 1","146","$200,000,000 ",13,"You don't know? Why weren't you doing your job? Who got into my vault? Who stole it? Who stole it? Well?"
30,"Griphook","Goblin","Male",NULL,NULL,"Locomotor Mortis","Leg-Locker Curse","Purple","Dobby Has No Master","Harry Potter and the Deathly Hallows Part 1","146","$200,000,000 ",13,"When I was last in your vault, the sword was there. Oh, well then, perhaps it just walked out on its own then."
30,"Griphook","Goblin","Male",NULL,NULL,"Locomotor Mortis","Leg-Locker Curse","Purple","Dobby Has No Master","Harry Potter and the Deathly Hallows Part 1","146","$200,000,000 ",13,"There is no place safer than Gringotts."
22,"Bellatrix Lestrange","Human","Female","Slytherin",NULL,"Homenum Revelio","Human Presence Revealing Spell",NULL,"Dobby Has No Master","Harry Potter and the Deathly Hallows Part 1","146","$200,000,000 ",13,"Liar! Consider yourself lucky, goblin. The same won't be said for this one."
2,"Ron Weasley","Human","Male","Gryffindor","Jack Russell Terrier","Aguamenti","Water-Making Spell","Icy blue","Dobby Has No Master","Harry Potter and the Deathly Hallows Part 1","146","$200,000,000 ",13,"Like hell."
2,"Ron Weasley","Human","Male","Gryffindor","Jack Russell Terrier","Aguamenti","Water-Making Spell","Icy blue","Dobby Has No Master","Harry Potter and the Deathly Hallows Part 1","146","$200,000,000 ",13,"Expellliarmus!"
1,"Harry Potter","Human","Male","Gryffindor","Stag","Accio","Summoning Charm",NULL,"Dobby Has No Master","Harry Potter and the Deathly Hallows Part 1","146","$200,000,000 ",13,"Stupefy."
22,"Bellatrix Lestrange","Human","Female","Slytherin",NULL,"Homenum Revelio","Human Presence Revealing Spell",NULL,"Dobby Has No Master","Harry Potter and the Deathly Hallows Part 1","146","$200,000,000 ",13,"Stop! Drop your wands. I said, drop them! Pick them up, Draco, now. Well, well, well, look what we have here. It's Harry Potter. He's all bright and shiny and new again, just in time for the Dark Lord. Call him. Call him."
1,"Harry Potter","Human","Male","Gryffindor","Stag","Accio","Summoning Charm",NULL,"Dobby Has No Master","Harry Potter and the Deathly Hallows Part 1","146","$200,000,000 ",13,"Stupefy!"
22,"Bellatrix Lestrange","Human","Female","Slytherin",NULL,"Homenum Revelio","Human Presence Revealing Spell",NULL,"Dobby Has No Master","Harry Potter and the Deathly Hallows Part 1","146","$200,000,000 ",13,"Stupid elf. You could've killed me."
27,"Dobby","House Elf","Male",NULL,NULL,"Incendio","Fire-Making Spell","Orange","Dobby Has No Master","Harry Potter and the Deathly Hallows Part 1","146","$200,000,000 ",13,"Dobby never meant to kill. Dobby only meant to maim or seriously injure."
22,"Bellatrix Lestrange","Human","Female","Slytherin",NULL,"Homenum Revelio","Human Presence Revealing Spell",NULL,"Dobby Has No Master","Harry Potter and the Deathly Hallows Part 1","146","$200,000,000 ",13,"How dare you take a witch's wand? How dare you defy your masters?"
27,"Dobby","House Elf","Male",NULL,NULL,"Incendio","Fire-Making Spell","Orange","Dobby Has No Master","Harry Potter and the Deathly Hallows Part 1","146","$200,000,000 ",13,"Dobby has no master. Dobby is a free elf. And Dobby has come to save Harry Potter and his friends."
1,"Harry Potter","Human","Male","Gryffindor","Stag","Accio","Summoning Charm",NULL,"Sleeping Friend","Harry Potter and the Deathly Hallows Part 1","146","$200,000,000 ",15,"Hermione. You're all right. We're safe. We're all safe."
27,"Dobby","House Elf","Male",NULL,NULL,"Incendio","Fire-Making Spell","Orange","Sleeping Friend","Harry Potter and the Deathly Hallows Part 1","146","$200,000,000 ",15,"Harry Potter."
1,"Harry Potter","Human","Male","Gryffindor","Stag","Accio","Summoning Charm",NULL,"Sleeping Friend","Harry Potter and the Deathly Hallows Part 1","146","$200,000,000 ",15,"Dobby. Dobby. No, just-- Hold on. Hold on. Look, just hold on, okay? We'll fix you. Hermione will have something. In your bag. Hermione? Hermione? What is it? Help me."
27,"Dobby","House Elf","Male",NULL,NULL,"Incendio","Fire-Making Spell","Orange","Sleeping Friend","Harry Potter and the Deathly Hallows Part 1","146","$200,000,000 ",15,"Such a beautiful place... ...to be with friends. Dobby is happy to be with his friend... ...Harry Potter."
25,"Luna Lovegood","Human","Female","Ravenclaw","Hare","Imperio","Imperius Curse",NULL,"Sleeping Friend","Harry Potter and the Deathly Hallows Part 1","146","$200,000,000 ",15,"We should close his eyes. Don't you think? There. Now he could be sleeping."
1,"Harry Potter","Human","Male","Gryffindor","Stag","Accio","Summoning Charm",NULL,"Sleeping Friend","Harry Potter and the Deathly Hallows Part 1","146","$200,000,000 ",15,"I want to bury him. Properly. Without magic."
25,"Luna Lovegood","Human","Female","Ravenclaw","Hare","Imperio","Imperius Curse",NULL,"Shell Cottage","Harry Potter and the Deathly Hallows Part 2","130","$250,000,000 ",15,"It's beautiful here."
NULL,"Bill Weasley","Human (Werewolf traits)","Male","Gryffindor",NULL,NULL,NULL,NULL,"Shell Cottage","Harry Potter and the Deathly Hallows Part 2","130","$250,000,000 ",15,"It was our Aunt's. We used to come here as kids. The Order uses it now as a safe house -- what's left of us, at least."
25,"Luna Lovegood","Human","Female","Ravenclaw","Hare","Imperio","Imperius Curse",NULL,"Shell Cottage","Harry Potter and the Deathly Hallows Part 2","130","$250,000,000 ",15,"Muggles think these keep evil away. But they're wrong..."
1,"Harry Potter","Human","Male","Gryffindor","Stag","Accio","Summoning Charm",NULL,"Shell Cottage","Harry Potter and the Deathly Hallows Part 2","130","$250,000,000 ",15,"I need to talk to the goblin."
1,"Harry Potter","Human","Male","Gryffindor","Stag","Accio","Summoning Charm",NULL,"Griphook's Price","Harry Potter and the Deathly Hallows Part 2","130","$250,000,000 ",15,"How are you?"
30,"Griphook","Goblin","Male",NULL,NULL,"Locomotor Mortis","Leg-Locker Curse","Purple","Griphook's Price","Harry Potter and the Deathly Hallows Part 2","130","$250,000,000 ",15,"Alive."
1,"Harry Potter","Human","Male","Gryffindor","Stag","Accio","Summoning Charm",NULL,"Griphook's Price","Harry Potter and the Deathly Hallows Part 2","130","$250,000,000 ",15,"You probably don't remember --"
1,"Harry Potter","Human","Male","Gryffindor","Stag","Accio","Summoning Charm",NULL,"Griphook's Price","Harry Potter and the Deathly Hallows Part 2","130","$250,000,000 ",15,"Yes."
30,"Griphook","Goblin","Male",NULL,NULL,"Locomotor Mortis","Leg-Locker Curse","Purple","Griphook's Price","Harry Potter and the Deathly Hallows Part 2","130","$250,000,000 ",15,"And brought me here."
30,"Griphook","Goblin","Male",NULL,NULL,"Locomotor Mortis","Leg-Locker Curse","Purple","Griphook's Price","Harry Potter and the Deathly Hallows Part 2","130","$250,000,000 ",15,"You are a very unusual wizard."
1,"Harry Potter","Human","Male","Gryffindor","Stag","Accio","Summoning Charm",NULL,"Griphook's Price","Harry Potter and the Deathly Hallows Part 2","130","$250,000,000 ",15,"Why did you leave Gringotts?"
30,"Griphook","Goblin","Male",NULL,NULL,"Locomotor Mortis","Leg-Locker Curse","Purple","Griphook's Price","Harry Potter and the Deathly Hallows Part 2","130","$250,000,000 ",15,"Soon the Death Eaters will control it. That was unacceptable to me."
2,"Ron Weasley","Human","Male","Gryffindor","Jack Russell Terrier","Aguamenti","Water-Making Spell","Icy blue","Griphook's Price","Harry Potter and the Deathly Hallows Part 2","130","$250,000,000 ",15,"Then you're on our side."
30,"Griphook","Goblin","Male",NULL,NULL,"Locomotor Mortis","Leg-Locker Curse","Purple","Griphook's Price","Harry Potter and the Deathly Hallows Part 2","130","$250,000,000 ",15,"This is a wizard's war. I take no side."
30,"Griphook","Goblin","Male",NULL,NULL,"Locomotor Mortis","Leg-Locker Curse","Purple","Griphook's Price","Harry Potter and the Deathly Hallows Part 2","130","$250,000,000 ",15,"It is impossible."
1,"Harry Potter","Human","Male","Gryffindor","Stag","Accio","Summoning Charm",NULL,"Griphook's Price","Harry Potter and the Deathly Hallows Part 2","130","$250,000,000 ",15,"Alone, yes. With you, no."
30,"Griphook","Goblin","Male",NULL,NULL,"Locomotor Mortis","Leg-Locker Curse","Purple","Griphook's Price","Harry Potter and the Deathly Hallows Part 2","130","$250,000,000 ",15,"How did you come by this sword?"
1,"Harry Potter","Human","Male","Gryffindor","Stag","Accio","Summoning Charm",NULL,"Griphook's Price","Harry Potter and the Deathly Hallows Part 2","130","$250,000,000 ",15,"It's complicated. Why did Bellatrix Lestrange think it should be in her vault at Gringotts?"
30,"Griphook","Goblin","Male",NULL,NULL,"Locomotor Mortis","Leg-Locker Curse","Purple","Griphook's Price","Harry Potter and the Deathly Hallows Part 2","130","$250,000,000 ",15,"It's complicated."
1,"Harry Potter","Human","Male","Gryffindor","Stag","Accio","Summoning Charm",NULL,"Griphook's Price","Harry Potter and the Deathly Hallows Part 2","130","$250,000,000 ",15,"The sword presented itself to us in a moment of need. We didn't steal it."
30,"Griphook","Goblin","Male",NULL,NULL,"Locomotor Mortis","Leg-Locker Curse","Purple","Griphook's Price","Harry Potter and the Deathly Hallows Part 2","130","$250,000,000 ",15,"There is a sword in Madam Lestrange's vault identical to this one, but it is a fake. It was placed there this past summer."
1,"Harry Potter","Human","Male","Gryffindor","Stag","Accio","Summoning Charm",NULL,"Griphook's Price","Harry Potter and the Deathly Hallows Part 2","130","$250,000,000 ",15,"And she never suspected?"
2,"Ron Weasley","Human","Male","Gryffindor","Jack Russell Terrier","Aguamenti","Water-Making Spell","Icy blue","Gringotts","Harry Potter and the Deathly Hallows Part 2","130","$250,000,000 ",2,"Hey. Easy."
30,"Griphook","Goblin","Male",NULL,NULL,"Locomotor Mortis","Leg-Locker Curse","Purple","Griphook's Price","Harry Potter and the Deathly Hallows Part 2","130","$250,000,000 ",15,"The replica is very convincing. Only a goblin would recognize that this is the true Sword of Gryffindor."
2,"Ron Weasley","Human","Male","Gryffindor","Jack Russell Terrier","Aguamenti","Water-Making Spell","Icy blue","Griphook's Price","Harry Potter and the Deathly Hallows Part 2","130","$250,000,000 ",15,"Who put it there? The fake."
30,"Griphook","Goblin","Male",NULL,NULL,"Locomotor Mortis","Leg-Locker Curse","Purple","Griphook's Price","Harry Potter and the Deathly Hallows Part 2","130","$250,000,000 ",15,"It was not my place to ask, nor did I desire to. There are more than a few curious things in the vaults at Gringotts."
1,"Harry Potter","Human","Male","Gryffindor","Stag","Accio","Summoning Charm",NULL,"Griphook's Price","Harry Potter and the Deathly Hallows Part 2","130","$250,000,000 ",15,"And in Madam Lestrange's vault as well?"
30,"Griphook","Goblin","Male",NULL,NULL,"Locomotor Mortis","Leg-Locker Curse","Purple","Griphook's Price","Harry Potter and the Deathly Hallows Part 2","130","$250,000,000 ",15,"Perhaps."
30,"Griphook","Goblin","Male",NULL,NULL,"Locomotor Mortis","Leg-Locker Curse","Purple","Griphook's Price","Harry Potter and the Deathly Hallows Part 2","130","$250,000,000 ",15,"I have no interest in gold."
1,"Harry Potter","Human","Male","Gryffindor","Stag","Accio","Summoning Charm",NULL,"Griphook's Price","Harry Potter and the Deathly Hallows Part 2","130","$250,000,000 ",15,"Then what? The goblin twists the curl at his chin... then his eyes"
30,"Griphook","Goblin","Male",NULL,NULL,"Locomotor Mortis","Leg-Locker Curse","Purple","Griphook's Price","Harry Potter and the Deathly Hallows Part 2","130","$250,000,000 ",15,"That is my price."
30,"Griphook","Goblin","Male",NULL,NULL,"Locomotor Mortis","Leg-Locker Curse","Purple","Griphook's Price","Harry Potter and the Deathly Hallows Part 2","130","$250,000,000 ",15,"I have your word, Harry Potter, that you will give me the Sword of Gryffindor if I help you?"
3,"Hermione Granger","Human","Female","Gryffindor","Otter","Alarte Ascendare","Launch an object up into the air","Red","Griphook's Price","Harry Potter and the Deathly Hallows Part 2","130","$250,000,000 ",15,"Harry, are you thinking there's a Horcrux in Bellatrix's vault?"
1,"Harry Potter","Human","Male","Gryffindor","Stag","Accio","Summoning Charm",NULL,"Griphook's Price","Harry Potter and the Deathly Hallows Part 2","130","$250,000,000 ",15,"She was terrified when she thought we'd been in there. She kept asking you what else we'd taken. I'd bet anything there's a Horcrux there. If we find it, we can kill it. And if we kill it, we're one step closer to killing him."
